sex,ageCat,raceCat,HISP,householdIncomeCat_NEW,MARRIED,increase
1,1,1,0,1,1,0
1,1,1,0,1,0,0.087772994
1,1,1,0,2,1,0
1,1,1,0,2,0,0.121741963
1,1,1,0,3,1,0.038580213
1,1,1,0,3,0,0.014885799
1,1,1,0,4,1,0
1,1,1,0,4,0,0
1,1,1,0,5,1,0
1,1,1,0,5,0,0.120450738
1,1,2,0,1,1,0
1,1,2,0,1,0,0
1,1,2,0,2,1,0
1,1,2,0,2,0,0
1,1,2,0,3,1,0
1,1,2,0,3,0,0
1,1,2,0,4,1,0
1,1,2,0,4,0,0
1,1,2,0,5,1,0
1,1,2,0,5,0,0
1,1,3,0,1,1,0.702215239
1,1,3,0,1,0,0
1,1,3,0,2,1,0.038986935
1,1,3,0,2,0,0.154000477
1,1,3,0,3,1,0
1,1,3,0,3,0,0
1,1,3,0,4,1,0
1,1,3,0,4,0,0
1,1,3,0,5,1,0
1,1,3,0,5,0,0.163892313
1,1,1,1,1,1,0
1,1,1,1,1,0,0.017908503
1,1,1,1,2,1,0
1,1,1,1,2,0,0
1,1,1,1,3,1,0
1,1,1,1,3,0,0
1,1,1,1,4,1,0
1,1,1,1,4,0,0
1,1,1,1,5,1,0
1,1,1,1,5,0,0
1,1,2,1,1,1,0
1,1,2,1,1,0,0.017908503
1,1,2,1,2,1,0
1,1,2,1,2,0,0
1,1,2,1,3,1,0
1,1,2,1,3,0,0
1,1,2,1,4,1,0
1,1,2,1,4,0,0
1,1,2,1,5,1,0
1,1,2,1,5,0,0
1,1,3,1,1,1,0
1,1,3,1,1,0,0.017908503
1,1,3,1,2,1,0
1,1,3,1,2,0,0
1,1,3,1,3,1,0
1,1,3,1,3,0,0
1,1,3,1,4,1,0
1,1,3,1,4,0,0
1,1,3,1,5,1,0
1,1,3,1,5,0,0
1,2,1,0,1,1,0.036793712
1,2,1,0,1,0,0.116590383
1,2,1,0,2,1,0.063789109
1,2,1,0,2,0,0.151350588
1,2,1,0,3,1,0.120287409
1,2,1,0,3,0,0.092718768
1,2,1,0,4,1,0
1,2,1,0,4,0,0
1,2,1,0,5,1,0
1,2,1,0,5,0,0.195200308
1,2,2,0,1,1,0
1,2,2,0,1,0,0
1,2,2,0,2,1,0
1,2,2,0,2,0,0
1,2,2,0,3,1,0
1,2,2,0,3,0,0
1,2,2,0,4,1,0
1,2,2,0,4,0,0
1,2,2,0,5,1,0
1,2,2,0,5,0,0.071914251
1,2,3,0,1,1,0
1,2,3,0,1,0,0
1,2,3,0,2,1,0
1,2,3,0,2,0,0
1,2,3,0,3,1,0
1,2,3,0,3,0,0
1,2,3,0,4,1,0
1,2,3,0,4,0,0
1,2,3,0,5,1,0
1,2,3,0,5,0,0
1,2,1,1,1,1,0
1,2,1,1,1,0,0.008844118
1,2,1,1,2,1,0
1,2,1,1,2,0,0
1,2,1,1,3,1,0
1,2,1,1,3,0,0
1,2,1,1,4,1,0
1,2,1,1,4,0,0
1,2,1,1,5,1,0
1,2,1,1,5,0,0
1,2,2,1,1,1,0
1,2,2,1,1,0,0.008844118
1,2,2,1,2,1,0
1,2,2,1,2,0,0
1,2,2,1,3,1,0
1,2,2,1,3,0,0
1,2,2,1,4,1,0
1,2,2,1,4,0,0
1,2,2,1,5,1,0
1,2,2,1,5,0,0
1,2,3,1,1,1,0
1,2,3,1,1,0,0.008844118
1,2,3,1,2,1,0
1,2,3,1,2,0,0
1,2,3,1,3,1,0
1,2,3,1,3,0,0
1,2,3,1,4,1,0
1,2,3,1,4,0,0
1,2,3,1,5,1,0
1,2,3,1,5,0,0
1,3,1,0,1,1,0.00585066
1,3,1,0,1,0,0.092875106
1,3,1,0,2,1,0.029624146
1,3,1,0,2,0,0.125550169
1,3,1,0,3,1,0.078228207
1,3,1,0,3,0,0.053250588
1,3,1,0,4,1,0
1,3,1,0,4,0,0
1,3,1,0,5,1,0
1,3,1,0,5,0,0.154791584
1,3,2,0,1,1,0
1,3,2,0,1,0,0
1,3,2,0,2,1,0
1,3,2,0,2,0,0.001933861
1,3,2,0,3,1,0
1,3,2,0,3,0,0
1,3,2,0,4,1,0
1,3,2,0,4,0,0
1,3,2,0,5,1,0
1,3,2,0,5,0,0.124823753
1,3,3,0,1,1,0
1,3,3,0,1,0,0
1,3,3,0,2,1,0.033340432
1,3,3,0,2,0,0.120041269
1,3,3,0,3,1,0
1,3,3,0,3,0,0
1,3,3,0,4,1,0
1,3,3,0,4,0,0
1,3,3,0,5,1,0
1,3,3,0,5,0,0.144406636
1,3,1,1,1,1,0
1,3,1,1,1,0,0.00663265
1,3,1,1,2,1,0
1,3,1,1,2,0,0
1,3,1,1,3,1,0
1,3,1,1,3,0,0
1,3,1,1,4,1,0
1,3,1,1,4,0,0
1,3,1,1,5,1,0
1,3,1,1,5,0,0
1,3,2,1,1,1,0
1,3,2,1,1,0,0.00663265
1,3,2,1,2,1,0
1,3,2,1,2,0,0
1,3,2,1,3,1,0
1,3,2,1,3,0,0
1,3,2,1,4,1,0
1,3,2,1,4,0,0
1,3,2,1,5,1,0
1,3,2,1,5,0,0
1,3,3,1,1,1,0
1,3,3,1,1,0,0.00663265
1,3,3,1,2,1,0
1,3,3,1,2,0,0
1,3,3,1,3,1,0
1,3,3,1,3,0,0
1,3,3,1,4,1,0
1,3,3,1,4,0,0
1,3,3,1,5,1,0
1,3,3,1,5,0,0
1,4,1,0,1,1,0
1,4,1,0,1,0,0.098824062
1,4,1,0,2,1,0.021961833
1,4,1,0,2,0,0.132714599
1,4,1,0,3,1,0.069261452
1,4,1,0,3,0,0.044793143
1,4,1,0,4,1,0
1,4,1,0,4,0,0
1,4,1,0,5,1,0
1,4,1,0,5,0,0.147975064
1,4,2,0,1,1,0
1,4,2,0,1,0,0
1,4,2,0,2,1,0
1,4,2,0,2,0,0
1,4,2,0,3,1,0
1,4,2,0,3,0,0
1,4,2,0,4,1,0
1,4,2,0,4,0,0
1,4,2,0,5,1,0
1,4,2,0,5,0,0.079374326
1,4,3,0,1,1,0
1,4,3,0,1,0,0
1,4,3,0,2,1,0.176687121
1,4,3,0,2,0,0.260244675
1,4,3,0,3,1,0
1,4,3,0,3,0,0
1,4,3,0,4,1,0
1,4,3,0,4,0,0
1,4,3,0,5,1,0.10382038
1,4,3,0,5,0,0.296732814
1,4,1,1,1,1,0
1,4,1,1,1,0,0.015905589
1,4,1,1,2,1,0
1,4,1,1,2,0,0
1,4,1,1,3,1,0
1,4,1,1,3,0,0
1,4,1,1,4,1,0
1,4,1,1,4,0,0
1,4,1,1,5,1,0
1,4,1,1,5,0,0
1,4,2,1,1,1,0
1,4,2,1,1,0,0.015905589
1,4,2,1,2,1,0
1,4,2,1,2,0,0
1,4,2,1,3,1,0
1,4,2,1,3,0,0
1,4,2,1,4,1,0
1,4,2,1,4,0,0
1,4,2,1,5,1,0
1,4,2,1,5,0,0
1,4,3,1,1,1,0
1,4,3,1,1,0,0.015905589
1,4,3,1,2,1,0
1,4,3,1,2,0,0
1,4,3,1,3,1,0
1,4,3,1,3,0,0
1,4,3,1,4,1,0
1,4,3,1,4,0,0
1,4,3,1,5,1,0
1,4,3,1,5,0,0
1,5,1,0,1,1,0.07499561
1,5,1,0,1,0,0.182075926
1,5,1,0,2,1,0.107150583
1,5,1,0,2,0,0.219454768
1,5,1,0,3,1,0.161908312
1,5,1,0,3,0,0.135884388
1,5,1,0,4,1,0
1,5,1,0,4,0,0
1,5,1,0,5,1,0
1,5,1,0,5,0,0.236539435
1,5,2,0,1,1,0
1,5,2,0,1,0,0
1,5,2,0,2,1,0
1,5,2,0,2,0,0
1,5,2,0,3,1,0
1,5,2,0,3,0,0
1,5,2,0,4,1,0
1,5,2,0,4,0,0
1,5,2,0,5,1,0
1,5,2,0,5,0,0.01329222
1,5,3,0,1,1,0
1,5,3,0,1,0,0
1,5,3,0,2,1,0.161017626
1,5,3,0,2,0,0.271883173
1,5,3,0,3,1,0
1,5,3,0,3,0,0
1,5,3,0,4,1,0
1,5,3,0,4,0,0
1,5,3,0,5,1,0.050766405
1,5,3,0,5,0,0.283043839
1,5,1,1,1,1,0
1,5,1,1,1,0,0.017415633
1,5,1,1,2,1,0
1,5,1,1,2,0,0
1,5,1,1,3,1,0
1,5,1,1,3,0,0
1,5,1,1,4,1,0
1,5,1,1,4,0,0
1,5,1,1,5,1,0
1,5,1,1,5,0,0
1,5,2,1,1,1,0
1,5,2,1,1,0,0.017415633
1,5,2,1,2,1,0
1,5,2,1,2,0,0
1,5,2,1,3,1,0
1,5,2,1,3,0,0
1,5,2,1,4,1,0
1,5,2,1,4,0,0
1,5,2,1,5,1,0
1,5,2,1,5,0,0
1,5,3,1,1,1,0
1,5,3,1,1,0,0.017415633
1,5,3,1,2,1,0
1,5,3,1,2,0,0
1,5,3,1,3,1,0
1,5,3,1,3,0,0
1,5,3,1,4,1,0
1,5,3,1,4,0,0
1,5,3,1,5,1,0
1,5,3,1,5,0,0
1,6,1,0,1,1,0
1,6,1,0,1,0,0.089410284
1,6,1,0,2,1,0
1,6,1,0,2,0,0.126315035
1,6,1,0,3,1,0.000430856
1,6,1,0,3,0,0
1,6,1,0,4,1,0
1,6,1,0,4,0,0
1,6,1,0,5,1,0
1,6,1,0,5,0,0.08838976
1,6,2,0,1,1,0
1,6,2,0,1,0,0
1,6,2,0,2,1,0
1,6,2,0,2,0,0
1,6,2,0,3,1,0
1,6,2,0,3,0,0
1,6,2,0,4,1,0
1,6,2,0,4,0,0
1,6,2,0,5,1,0
1,6,2,0,5,0,0.085380371
1,6,3,0,1,1,0
1,6,3,0,1,0,0
1,6,3,0,2,1,0
1,6,3,0,2,0,0
1,6,3,0,3,1,0
1,6,3,0,3,0,0
1,6,3,0,4,1,0
1,6,3,0,4,0,0
1,6,3,0,5,1,0
1,6,3,0,5,0,0
1,6,1,1,1,1,0.007448702
1,6,1,1,1,0,0.083198146
1,6,1,1,2,1,0
1,6,1,1,2,0,0.006344064
1,6,1,1,3,1,0
1,6,1,1,3,0,0
1,6,1,1,4,1,0
1,6,1,1,4,0,0
1,6,1,1,5,1,0
1,6,1,1,5,0,0
1,6,2,1,1,1,0.007448702
1,6,2,1,1,0,0.083198146
1,6,2,1,2,1,0
1,6,2,1,2,0,0.006344064
1,6,2,1,3,1,0
1,6,2,1,3,0,0
1,6,2,1,4,1,0
1,6,2,1,4,0,0
1,6,2,1,5,1,0
1,6,2,1,5,0,0
1,6,3,1,1,1,0.007448702
1,6,3,1,1,0,0.083198146
1,6,3,1,2,1,0
1,6,3,1,2,0,0.006344064
1,6,3,1,3,1,0
1,6,3,1,3,0,0
1,6,3,1,4,1,0
1,6,3,1,4,0,0
1,6,3,1,5,1,0
1,6,3,1,5,0,0
2,1,1,0,1,1,0.195673826
2,1,1,0,1,0,0.174847434
2,1,1,0,2,1,0.170684327
2,1,1,0,2,0,0.144756056
2,1,1,0,3,1,0.256080042
2,1,1,0,3,0,0.065860478
2,1,1,0,4,1,0.010368749
2,1,1,0,4,0,0
2,1,1,0,5,1,0.095958358
2,1,1,0,5,0,0.149184798
2,1,2,0,1,1,0
2,1,2,0,1,0,0
2,1,2,0,2,1,0
2,1,2,0,2,0,0
2,1,2,0,3,1,0
2,1,2,0,3,0,0
2,1,2,0,4,1,0
2,1,2,0,4,0,0
2,1,2,0,5,1,0
2,1,2,0,5,0,0
2,1,3,0,1,1,0
2,1,3,0,1,0,0
2,1,3,0,2,1,0.199926785
2,1,3,0,2,0,0.180169048
2,1,3,0,3,1,0
2,1,3,0,3,0,0
2,1,3,0,4,1,0
2,1,3,0,4,0,0
2,1,3,0,5,1,0.156122869
2,1,3,0,5,0,0.198124614
2,1,1,1,1,1,0.053669129
2,1,1,1,1,0,0.056062534
2,1,1,1,2,1,0
2,1,1,1,2,0,0
2,1,1,1,3,1,0
2,1,1,1,3,0,0
2,1,1,1,4,1,0
2,1,1,1,4,0,0
2,1,1,1,5,1,0
2,1,1,1,5,0,0
2,1,2,1,1,1,0.053669129
2,1,2,1,1,0,0.056062534
2,1,2,1,2,1,0
2,1,2,1,2,0,0
2,1,2,1,3,1,0
2,1,2,1,3,0,0
2,1,2,1,4,1,0
2,1,2,1,4,0,0
2,1,2,1,5,1,0
2,1,2,1,5,0,0
2,1,3,1,1,1,0.053669129
2,1,3,1,1,0,0.056062534
2,1,3,1,2,1,0
2,1,3,1,2,0,0
2,1,3,1,3,1,0
2,1,3,1,3,0,0
2,1,3,1,4,1,0
2,1,3,1,4,0,0
2,1,3,1,5,1,0
2,1,3,1,5,0,0
2,2,1,0,1,1,0.202717753
2,2,1,0,1,0,0.203509681
2,2,1,0,2,1,0.189719266
2,2,1,0,2,0,0.182834331
2,2,1,0,3,1,0.28442062
2,2,1,0,3,0,0.135050645
2,2,1,0,4,1,0.102649599
2,2,1,0,4,0,0
2,2,1,0,5,1,0.187461701
2,2,1,0,5,0,0.228646826
2,2,2,0,1,1,0
2,2,2,0,1,0,0
2,2,2,0,2,1,0.008732374
2,2,2,0,2,0,0
2,2,2,0,3,1,0
2,2,2,0,3,0,0
2,2,2,0,4,1,0
2,2,2,0,4,0,0
2,2,2,0,5,1,0.049963731
2,2,2,0,5,0,0.102460352
2,2,3,0,1,1,0
2,2,3,0,1,0,0
2,2,3,0,2,1,0.03598496
2,2,3,0,2,0,0
2,2,3,0,3,1,0
2,2,3,0,3,0,0
2,2,3,0,4,1,0
2,2,3,0,4,0,0
2,2,3,0,5,1,0
2,2,3,0,5,0,0
2,2,1,1,1,1,0.025751626
2,2,1,1,1,0,0.028572354
2,2,1,1,2,1,0.000397399
2,2,1,1,2,0,0
2,2,1,1,3,1,0
2,2,1,1,3,0,0
2,2,1,1,4,1,0
2,2,1,1,4,0,0
2,2,1,1,5,1,0
2,2,1,1,5,0,0
2,2,2,1,1,1,0.025751626
2,2,2,1,1,0,0.028572354
2,2,2,1,2,1,0.000397399
2,2,2,1,2,0,0
2,2,2,1,3,1,0
2,2,2,1,3,0,0
2,2,2,1,4,1,0
2,2,2,1,4,0,0
2,2,2,1,5,1,0
2,2,2,1,5,0,0
2,2,3,1,1,1,0.025751626
2,2,3,1,1,0,0.028572354
2,2,3,1,2,1,0.000397399
2,2,3,1,2,0,0
2,2,3,1,3,1,0
2,2,3,1,3,0,0
2,2,3,1,4,1,0
2,2,3,1,4,0,0
2,2,3,1,5,1,0
2,2,3,1,5,0,0
2,3,1,0,1,1,0.18088929
2,3,1,0,1,0,0.176353347
2,3,1,0,2,1,0.165350728
2,3,1,0,2,0,0.153631991
2,3,1,0,3,1,0.256676544
2,3,1,0,3,0,0.097313471
2,3,1,0,4,1,0.056397873
2,3,1,0,4,0,0
2,3,1,0,5,1,0.141119299
2,3,1,0,5,0,0.186873033
2,3,2,0,1,1,0
2,3,2,0,1,0,0
2,3,2,0,2,1,0.049104428
2,3,2,0,2,0,0.014401754
2,3,2,0,3,1,0.025488897
2,3,2,0,3,0,0
2,3,2,0,4,1,0.026426507
2,3,2,0,4,0,0
2,3,2,0,5,1,0.108806752
2,3,2,0,5,0,0.156631337
2,3,3,0,1,1,0
2,3,3,0,1,0,0
2,3,3,0,2,1,0.156995466
2,3,3,0,2,0,0.14904162
2,3,3,0,3,1,0
2,3,3,0,3,0,0
2,3,3,0,4,1,0
2,3,3,0,4,0,0
2,3,3,0,5,1,0.153328652
2,3,3,0,5,0,0.185199637
2,3,1,1,1,1,0.022479749
2,3,1,1,1,0,0.024349251
2,3,1,1,2,1,0
2,3,1,1,2,0,0
2,3,1,1,3,1,0
2,3,1,1,3,0,0
2,3,1,1,4,1,0
2,3,1,1,4,0,0
2,3,1,1,5,1,0
2,3,1,1,5,0,0
2,3,2,1,1,1,0.022479749
2,3,2,1,1,0,0.024349251
2,3,2,1,2,1,0
2,3,2,1,2,0,0
2,3,2,1,3,1,0
2,3,2,1,3,0,0
2,3,2,1,4,1,0
2,3,2,1,4,0,0
2,3,2,1,5,1,0
2,3,2,1,5,0,0
2,3,3,1,1,1,0.022479749
2,3,3,1,1,0,0.024349251
2,3,3,1,2,1,0
2,3,3,1,2,0,0
2,3,3,1,3,1,0
2,3,3,1,3,0,0
2,3,3,1,4,1,0
2,3,3,1,4,0,0
2,3,3,1,5,1,0
2,3,3,1,5,0,0
2,4,1,0,1,1,0.196785145
2,4,1,0,1,0,0.185010282
2,4,1,0,2,1,0.176954943
2,4,1,0,2,0,0.158825679
2,4,1,0,3,1,0.265777637
2,4,1,0,3,0,0.092068387
2,4,1,0,4,1,0.044636942
2,4,1,0,4,0,0
2,4,1,0,5,1,0.129147973
2,4,1,0,5,0,0.178181337
2,4,2,0,1,1,0
2,4,2,0,1,0,0
2,4,2,0,2,1,0.012717131
2,4,2,0,2,0,0
2,4,2,0,3,1,0
2,4,2,0,3,0,0
2,4,2,0,4,1,0
2,4,2,0,4,0,0
2,4,2,0,5,1,0.053845181
2,4,2,0,5,0,0.108894448
2,4,3,0,1,1,0.105394264
2,4,3,0,1,0,0.075038681
2,4,3,0,2,1,0.299606701
2,4,3,0,2,0,0.295864469
2,4,3,0,3,1,0
2,4,3,0,3,0,0
2,4,3,0,4,1,0
2,4,3,0,4,0,0
2,4,3,0,5,1,0.312920017
2,4,3,0,5,0,0.337555973
2,4,1,1,1,1,0.038711724
2,4,1,1,1,0,0.043792226
2,4,1,1,2,1,0.009657247
2,4,1,1,2,0,0
2,4,1,1,3,1,0
2,4,1,1,3,0,0
2,4,1,1,4,1,0.012467192
2,4,1,1,4,0,0
2,4,1,1,5,1,0
2,4,1,1,5,0,0
2,4,2,1,1,1,0.038711724
2,4,2,1,1,0,0.043792226
2,4,2,1,2,1,0.009657247
2,4,2,1,2,0,0
2,4,2,1,3,1,0
2,4,2,1,3,0,0
2,4,2,1,4,1,0.012467192
2,4,2,1,4,0,0
2,4,2,1,5,1,0
2,4,2,1,5,0,0
2,4,3,1,1,1,0.038711724
2,4,3,1,1,0,0.043792226
2,4,3,1,2,1,0.009657247
2,4,3,1,2,0,0
2,4,3,1,3,1,0
2,4,3,1,3,0,0
2,4,3,1,4,1,0.012467192
2,4,3,1,4,0,0
2,4,3,1,5,1,0
2,4,3,1,5,0,0
2,5,1,0,1,1,0.286298318
2,5,1,0,1,0,0.272955948
2,5,1,0,2,1,0.265336913
2,5,1,0,2,0,0.246628141
2,5,1,0,3,1,0.35041883
2,5,1,0,3,0,0.182184282
2,5,1,0,4,1,0.140446199
2,5,1,0,4,0,0
2,5,1,0,5,1,0.219806536
2,5,1,0,5,0,0.264237786
2,5,2,0,1,1,0
2,5,2,0,1,0,0
2,5,2,0,2,1,0
2,5,2,0,2,0,0
2,5,2,0,3,1,0
2,5,2,0,3,0,0
2,5,2,0,4,1,0
2,5,2,0,4,0,0
2,5,2,0,5,1,0
2,5,2,0,5,0,0.041818624
2,5,3,0,1,1,0.083347376
2,5,3,0,1,0,0.037017779
2,5,3,0,2,1,0.317265621
2,5,3,0,2,0,0.297941382
2,5,3,0,3,1,0
2,5,3,0,3,0,0
2,5,3,0,4,1,0
2,5,3,0,4,0,0
2,5,3,0,5,1,0.27723426
2,5,3,0,5,0,0.31418603
2,5,1,1,1,1,0.058128092
2,5,1,1,1,0,0.058756759
2,5,1,1,2,1,0
2,5,1,1,2,0,0
2,5,1,1,3,1,0
2,5,1,1,3,0,0
2,5,1,1,4,1,0
2,5,1,1,4,0,0
2,5,1,1,5,1,0
2,5,1,1,5,0,0
2,5,2,1,1,1,0.058128092
2,5,2,1,1,0,0.058756759
2,5,2,1,2,1,0
2,5,2,1,2,0,0
2,5,2,1,3,1,0
2,5,2,1,3,0,0
2,5,2,1,4,1,0
2,5,2,1,4,0,0
2,5,2,1,5,1,0
2,5,2,1,5,0,0
2,5,3,1,1,1,0.058128092
2,5,3,1,1,0,0.058756759
2,5,3,1,2,1,0
2,5,3,1,2,0,0
2,5,3,1,3,1,0
2,5,3,1,3,0,0
2,5,3,1,4,1,0
2,5,3,1,4,0,0
2,5,3,1,5,1,0
2,5,3,1,5,0,0
2,6,1,0,1,1,0.233487879
2,6,1,0,1,0,0.183406469
2,6,1,0,2,1,0.190889299
2,6,1,0,2,0,0.141681419
2,6,1,0,3,1,0.264961989
2,6,1,0,3,0,0.033685245
2,6,1,0,4,1,0
2,6,1,0,4,0,0
2,6,1,0,5,1,0.057291894
2,6,1,0,5,0,0.113930023
2,6,2,0,1,1,0
2,6,2,0,1,0,0
2,6,2,0,2,1,0.014463192
2,6,2,0,2,0,0
2,6,2,0,3,1,0
2,6,2,0,3,0,0
2,6,2,0,4,1,0
2,6,2,0,4,0,0
2,6,2,0,5,1,0.051109535
2,6,2,0,5,0,0.111606064
2,6,3,0,1,1,0
2,6,3,0,1,0,0
2,6,3,0,2,1,0
2,6,3,0,2,0,0
2,6,3,0,3,1,0
2,6,3,0,3,0,0
2,6,3,0,4,1,0
2,6,3,0,4,0,0
2,6,3,0,5,1,0
2,6,3,0,5,0,0
2,6,1,1,1,1,0.162805037
2,6,1,1,1,0,0.162893624
2,6,1,1,2,1,0.056579206
2,6,1,1,2,0,0.019971217
2,6,1,1,3,1,0.015877263
2,6,1,1,3,0,0
2,6,1,1,4,1,0.057711926
2,6,1,1,4,0,0
2,6,1,1,5,1,0
2,6,1,1,5,0,0
2,6,2,1,1,1,0.162805037
2,6,2,1,1,0,0.162893624
2,6,2,1,2,1,0.056579206
2,6,2,1,2,0,0.019971217
2,6,2,1,3,1,0.015877263
2,6,2,1,3,0,0
2,6,2,1,4,1,0.057711926
2,6,2,1,4,0,0
2,6,2,1,5,1,0
2,6,2,1,5,0,0
2,6,3,1,1,1,0.162805037
2,6,3,1,1,0,0.162893624
2,6,3,1,2,1,0.056579206
2,6,3,1,2,0,0.019971217
2,6,3,1,3,1,0.015877263
2,6,3,1,3,0,0
2,6,3,1,4,1,0.057711926
2,6,3,1,4,0,0
2,6,3,1,5,1,0
2,6,3,1,5,0,0
